SAMPLE+gene	variant
PD8570a::RAD21	1
PD8571a::EP300	1
PD8571a::IDH2	1
PD8571a::PTPN11	1
PD8571a::RUNX1	1
PD8572a::KRAS	1
PD8572a::NRAS	1
PD8573a::CDKN2A	1
PD8573a::NRAS	1
PD8574a::DNMT3A	1
PD8574a::NPM1	1
PD8576a::TP53	1
PD8577a::NRAS	1
PD8577a::TP53	1
PD8578a::DNMT3A	1
PD8578a::IDH2	1
PD8578a::TP53	1
PD8579a::KIT	2
PD8580a::FLT3	1
PD8580a::JAK2	1
PD8580a::MLL	1
PD8580a::RUNX1	1
PD8580a::SRSF2	1
PD8581a::NPM1	1
PD8582a::DNMT3A	1
PD8582a::FLT3	1
PD8582a::NPM1	1
PD8583a::ASXL1	1
PD8583a::IDH2	1
PD8583a::MLL	1
PD8583a::NF1	1
PD8583a::STAG2	1
PD8584a::RUNX1	2
PD8585a::CEBPA	2
PD8585a::FLT3	1
PD8586a::U2AF1	1
PD8587a::KRAS	1
PD8587a::PTPN11	1
PD8588a::NPM1	1
PD8588a::NRAS	1
PD8588a::TET2	1
PD8589a::KIT	1
PD8590a::KRAS	1
PD8590a::RUNX1	2
PD9197a::DNMT3A	1
PD9197a::FLT3	1
PD9197a::IDH1	1
PD9197a::NPM1	1
PD9197a::NRAS	1
PD9198a::FLT3	1
PD9198a::KIT	1
PD9199a::NRAS	1
PD9201a::DNMT3A	1
PD9201a::IDH2	1
PD9202a::DNMT3A	2
PD9202a::FLT3	1
PD9204a::CEBPA	1
PD9205a::ASXL1	1
PD9205a::KDM5A	2
PD9205a::U2AF1	1
PD9205a::WT1	1
PD9206a::FLT3	1
PD9206a::MLL	1
PD9206a::U2AF1	1
PD9208a::EZH2	1
PD9208a::RUNX1	1
PD9209a::PHF6	1
PD9209a::PTPN11	1
PD9210a::ASXL1	1
PD9210a::BCOR	1
PD9211a::TP53	1
PD9213a::PTPN11	1
PD9214a::CBL	1
PD9214a::NPM1	1
PD9214a::PTPN11	1
PD9215a::DNMT3A	1
PD9215a::IDH1	1
PD9215a::MLL	1
PD9215a::NRAS	1
PD9216a::DNMT3A	1
PD9216a::TP53	1
PD9217a::TP53	1
PD9218a::ASXL1	1
PD9218a::CBLB	1
PD9218a::DNMT3A	1
PD9220a::CBL	2
PD9220a::DNMT3A	1
PD9220a::IDH2	1
PD9220a::SF3B1	1
PD9221a::ASXL1	1
PD9221a::EP300	1
PD9221a::MLL2	1
PD9222a::CEBPA	2
PD9223a::CUX1	1
PD9223a::FLT3	1
PD9223a::RUNX1	1
PD9223a::WT1	1
PD9224a::NRAS	1
PD9224a::RUNX1	1
PD9224a::SRSF2	1
PD9226a::DNMT3A	1
PD9226a::FLT3	1
PD9226a::NPM1	1
PD9227a::CUX1	1
PD9227a::MLL	1
PD9227a::TP53	2
PD9228a::FLT3	1
PD9228a::NF1	1
PD9228a::TET2	1
PD9229a::FLT3	1
PD9229a::WT1	1
PD9230a::ASXL1	1
PD9230a::NRAS	1
PD9230a::TP53	1
PD9232a::DNMT3A	1
PD9232a::NPM1	1
PD9232a::NRAS	1
PD9232a::RAD21	1
PD9232a::TET2	1
PD9233a::NRAS	1
PD9234a::FLT3	1
PD9234a::IDH1	1
PD9234a::NPM1	1
PD9235a::DNMT3A	1
PD9235a::SRSF2	1
PD9236a::KIT	1
PD9236a::RAD21	1
PD9237a::PTPN11	1
PD9237a::TP53	1
PD9239a::DNMT3A	1
PD9239a::FLT3	1
PD9239a::IDH2	1
PD9239a::NPM1	1
PD9239a::PTPN11	1
PD9240a::BRAF	1
PD9240a::FLT3	1
PD9240a::NPM1	1
PD9240a::WT1	1
PD9241a::ATRX	1
PD9241a::IDH1	1
PD9241a::NPM1	1
PD9243a::CEBPA	1
PD9243a::FLT3	1
PD9245a::NRAS	1
PD9246a::GATA2	1
PD9246a::NRAS	1
PD9246a::SF3B1	1
PD9247a::FLT3	1
PD9247a::NRAS	1
PD9247a::PTPN11	1
PD9247a::U2AF1	1
PD9248a::DNMT3A	1
PD9248a::IDH2	1
PD9248a::NPM1	1
PD9249a::IDH2	1
PD9249a::MLL	1
PD9249a::NRAS	1
PD9249a::STAG2	1
PD9250a::RUNX1	1
PD9251a::KDM6A	1
PD9251a::KIT	1
PD9251a::NF1	1
PD9252a::DNMT3A	1
PD9252a::FLT3	1
PD9252a::NPM1	1
PD9253a::BCOR	1
PD9253a::DNMT3A	1
PD9253a::IDH2	1
PD9253a::RUNX1	1
PD9253a::SRSF2	1
PD9253a::STAG2	1
PD9254a::IDH2	1
PD9254a::NPM1	1
PD9255a::DNMT3A	1
PD9255a::FLT3	1
PD9255a::NPM1	1
PD9255a::RAD21	1
PD9256a::FLT3	1
PD9257a::SF3B1	1
PD9258a::FLT3	1
PD9259a::TP53	1
PD9260a::TP53	4
PD9262a::FLT3	1
PD9262a::SF3B1	1
PD9265a::ASXL1	1
PD9265a::KRAS	1
PD9265a::NRAS	1
PD9265a::RUNX1	1
PD9266a::MLL3	1
PD9267a::NRAS	1
PD9267a::TP53	1
PD9268a::DNMT3A	1
PD9268a::FLT3	1
PD9268a::IDH2	1
PD9268a::NF1	1
PD9268a::NPM1	1
PD9268a::ZRSR2	1
PD9269a::NF1	1
PD9270a::NF1	1
PD9270a::TP53	1
PD9271a::CEBPA	1
PD9271a::TET2	2
PD9272a::DNMT3A	1
PD9272a::NPM1	1
PD9273a::DNMT3A	2
PD9273a::NPM1	1
PD9273a::PTPN11	1
PD9273a::TET2	1
PD9274a::ETV6	1
PD9275a::NRAS	1
PD9276a::FLT3	1
PD9277a::FLT3	1
PD9277a::KIT	1
PD9278a::DNMT3A	1
PD9278a::FLT3	1
PD9278a::KRAS	1
PD9278a::NPM1	1
PD9278a::NRAS	1
PD9278a::PTPN11	1
PD9279a::KRAS	1
PD9279a::NF1	1
PD9282a::ASXL1	1
PD9282a::EZH2	1
PD9282a::KDM5A	1
PD9282a::NRAS	1
PD9282a::STAG2	1
PD9283a::NPM1	1
PD9283a::SRSF2	1
PD9284a::FLT3	1
PD9284a::NPM1	1
PD9285a::EZH2	1
PD9285a::FLT3	2
PD9285a::RUNX1	1
PD9285a::ZRSR2	1
PD9286a::MLL3	1
PD9287a::FLT3	1
PD9287a::TET2	1
PD9291a::TP53	1
PD9292a::FLT3	1
PD9292a::IDH2	1
PD9292a::NPM1	1
PD9294a::NRAS	1
PD9294a::PTPN11	1
PD9296a::JAK2	1
PD9296a::MLL3	1
PD9296a::RUNX1	1
PD9296a::SRSF2	1
PD9297a::CBL	1
PD9297a::SF3B1	1
PD9297a::TET2	1
PD9298a::U2AF1	1
PD9299a::FLT3	1
PD9299a::KRAS	1
PD9300a::KDM5A	1
PD9300a::NF1	1
PD9301a::FLT3	1
PD9301a::NPM1	1
PD9301a::STAG2	1
PD9302a::FLT3	1
PD9302a::NPM1	1
PD9302a::PTPN11	1
PD9306a::KDM5A	1
PD9307a::IDH2	1
PD9307a::NPM1	1
PD9307a::PTPN11	1
PD9307a::SRSF2	1
PD9308a::ASXL1	1
PD9308a::EZH2	1
PD9308a::KIT	1
PD9308a::RUNX1	1
PD9308a::STAG2	1
PD9308a::TET2	1
PD9309a::TP53	1
PD9310a::ASXL1	1
PD9310a::CBL	1
PD9310a::PRPF40B	1
PD9310a::SF3B1	1
PD9311a::FLT3	1
PD9311a::PTPN11	1
PD9312a::CBL	1
PD9312a::KDM5A	1
PD9312a::KIT	1
PD9312a::TP53	2
PD9313a::NRAS	1
PD9313a::SF3B1	1
PD9314a::MYC	1
PD9314a::NRAS	1
PD9316a::EP300	1
PD9316a::IDH2	1
PD9317a::CEBPA	2
PD9317a::FLT3	1
PD9317a::GATA2	1
PD9317a::TP53	1
PD9318a::DNMT3A	1
PD9318a::FLT3	1
PD9318a::RUNX1	1
PD9319a::NF1	1
PD9320a::PTPN11	1
PD9320a::STAG2	1
PD9323a::FLT3	1
PD9323a::NPM1	1
PD9323a::SF3B1	1
PD9324a::FBXW7	1
PD9324a::FLT3	1
PD9324a::SRSF2	1
PD9324a::WT1	1
PD9325a::CEBPA	2
PD9326a::DNMT3A	1
PD9326a::FLT3	1
PD9326a::MLL	1
PD9326a::NPM1	1
PD9326a::TET2	1
PD9327a::CBL	1
PD9327a::DNMT3A	1
PD9327a::NPM1	1
PD9327a::PHF6	1
PD9328a::DNMT3A	1
PD9328a::FLT3	1
PD9328a::IDH1	1
PD9328a::MYC	1
PD9328a::WT1	1
PD9330a::CEBPA	2
PD9330a::MLL3	1
PD9330a::PRPF40B	1
PD9331a::MPL	1
PD9331a::TET2	1
PD9332a::ASXL1	1
PD9332a::IDH1	1
PD9333a::KDM6A	2
PD9333a::PHF6	1
PD9334a::BCOR	1
PD9334a::KRAS	1
PD9334a::NPM1	1
PD9335a::DNMT3A	1
PD9335a::FLT3	1
PD9335a::NPM1	1
PD9337a::DNMT3A	1
PD9337a::FLT3	2
PD9337a::MLL	1
PD9337a::NRAS	1
PD9337a::RUNX1	1
PD9339a::DNMT3A	1
PD9339a::FLT3	1
PD9339a::NPM1	1
PD9339a::TET2	1
PD9340a::IDH2	1
PD9340a::NPM1	1
PD9340a::SRSF2	1
PD9341a::DNMT3A	1
PD9341a::FLT3	1
PD9341a::NPM1	1
PD9342a::CEBPA	2
PD9342a::EP300	1
PD9342a::NRAS	1
PD9343a::FLT3	2
PD9344a::RUNX1	1
PD9344a::SF3B1	1
PD9345a::KIT	1
PD9345a::RUNX1	1
PD9348a::CBL	1
PD9348a::FLT3	1
PD9348a::SRSF2	1
PD9349a::MLL	1
PD9350a::DNMT3A	1
PD9350a::IDH2	1
PD9350a::NPM1	1
PD9350a::PTPN11	1
PD9354a::DNMT3A	1
PD9354a::FLT3	1
PD9355a::NPM1	1
PD9355a::SRSF2	1
PD9355a::TET2	2
PD9355a::TP53	1
PD9356a::CEBPA	2
PD9356a::NRAS	1
PD9357a::DNMT3A	1
PD9357a::TP53	1
PD9358a::NPM1	1
PD9358a::NRAS	1
PD9358a::PTPN11	1
PD9359a::MLL	1
PD9359a::SF3B1	1
PD9361a::DNMT3A	1
PD9361a::FLT3	1
PD9361a::NPM1	1
PD9362a::FLT3	1
PD9362a::GATA2	1
PD9362a::MYC	1
PD9364a::CREBBP	1
PD9364a::DNMT3A	1
PD9364a::FLT3	1
PD9365a::DNMT3A	1
PD9365a::FLT3	1
PD9365a::NPM1	1
PD9368a::TP53	1
PD9372a::ETV6	1
PD9372a::SF3B1	1
PD9373a::DNMT3A	1
PD9373a::FLT3	1
PD9373a::IDH1	1
PD9373a::NPM1	1
PD9374a::NPM1	1
PD9376a::CBL	1
PD9376a::EZH2	1
PD9376a::FLT3	1
PD9377a::BRAF	1
PD9377a::DNMT3A	1
PD9377a::NPM1	1
PD9377a::NRAS	1
PD9377a::PTPN11	2
PD9378a::DNMT3A	1
PD9378a::IDH1	1
PD9378a::MLL	1
PD9379a::BRAF	1
PD9379a::TP53	1
PD9380a::FLT3	1
PD9380a::MLL	1
PD9380a::RUNX1	1
PD9381a::ASXL1	1
PD9381a::KDM5A	2
PD9381a::RUNX1	2
PD9381a::ZRSR2	1
PD9383a::FLT3	1
PD9383a::KIT	1
PD9383a::MLL5	1
PD9383a::NPM1	1
PD9383a::RAD21	1
PD9383a::STAG2	1
PD9384a::ATRX	1
PD9384a::CBL	1
PD9384a::FBXW7	1
PD9384a::MLL2	1
PD9384a::PTEN	1
PD9384a::RB1	1
PD9384a::RUNX1	1
PD9384a::SF3B1	1
PD9385a::ASXL1	1
PD9385a::DNMT3A	1
PD9385a::NPM1	1
PD9385a::PTPN11	1
PD9386a::IDH1	1
PD9386a::PTPN11	1
